time,Efield
1.4562215885026947e-10,53109.44187265262
1.5156563232346028e-10,48206.53914461238
1.5156563232346028e-10,44529.362098582205
1.5156563232346028e-10,40852.18505255191
1.575091057966513e-10,36562.145165516646
1.5651852688445262e-10,32272.10527848138
1.634525792698421e-10,27982.065391446115
1.634525792698421e-10,24304.888345415937
1.693960527430329e-10,20014.84845838067
1.693960527430329e-10,16337.671412350493
1.753395262162237e-10,12047.631525315228
1.753395262162237e-10,8370.454479284934
1.812829996894145e-10,3161.120330742211
1.872264731626053e-10,-1128.9195562930545
1.9614168337239173e-10,-5316.8156364940805
1.9614168337239173e-10,-7563.979386845953
2.0406631466997926e-10,-11445.444046544493
2.1397210379196414e-10,-14509.7582515697
2.1991557726515494e-10,-17574.072456594906
2.3774599768472756e-10,-20025.523820615024
2.555764181043e-10,-21659.82472996181
2.734068385238726e-10,-21659.82472996181
2.91237258943445e-10,-21659.82472996181
3.0906767936301763e-10,-21659.82472996181
3.2689809978259004e-10,-21659.82472996181
3.4472852020216266e-10,-21659.82472996181
3.625589406217353e-10,-21659.82472996181
3.803893610413077e-10,-21659.82472996181
3.982197814608803e-10,-21659.82472996181
4.1605020188045273e-10,-21659.82472996181
4.3388062230002514e-10,-21659.82472996181
4.5171104271959797e-10,-21659.82472996181
4.695414631391704e-10,-21659.82472996181
4.873718835587428e-10,-21659.82472996181
5.052023039783152e-10,-21659.82472996181
5.23032724397888e-10,-21659.82472996181
5.408631448174605e-10,-21659.82472996181
5.586935652370329e-10,-21659.82472996181
5.765239856566053e-10,-21659.82472996181
5.943544060761781e-10,-21659.82472996181
6.121848264957505e-10,-21659.82472996181
6.300152469153229e-10,-21659.82472996181
6.478456673348953e-10,-21659.82472996181
6.656760877544682e-10,-21659.82472996181
6.835065081740406e-10,-21659.82472996181
7.01336928593613e-10,-21659.82472996181
7.191673490131854e-10,-21659.82472996181
7.369977694327582e-10,-21659.82472996181
7.548281898523307e-10,-21659.82472996181
7.726586102719031e-10,-21659.82472996181
7.893003359968377e-10,-21414.679593559704
8.083194511110483e-10,-20434.09904795175
8.261498715306207e-10,-20434.09904795175
8.439802919501931e-10,-20434.09904795175
8.618107123697655e-10,-20434.09904795175
8.796411327893384e-10,-20434.09904795175
8.974715532089108e-10,-20434.09904795175
9.153019736284832e-10,-20434.09904795175
9.33132394048056e-10,-20434.09904795175
9.509628144676284e-10,-20434.09904795175
9.687932348872009e-10,-20434.09904795175
9.851377869384758e-10,-19821.23620694666
1.004454075726346e-09,-19208.37336594169
1.0222844961459185e-09,-19208.37336594169
1.040114916565491e-09,-19208.37336594169
1.0579453369850633e-09,-19208.37336594169
1.0757757574046362e-09,-19208.37336594169
1.0936061778242086e-09,-19208.37336594169
1.111436598243781e-09,-19208.37336594169
1.1292670186633534e-09,-19208.37336594169
1.1470974390829262e-09,-19208.37336594169
1.1649278595024986e-09,-19208.37336594169
1.182758279922071e-09,-19208.37336594169
1.2005887003416435e-09,-19208.37336594169
1.2184191207612163e-09,-19208.37336594169
1.2362495411807887e-09,-19208.37336594169
1.255565829968659e-09,-19208.37336594169
1.2719103820199335e-09,-17982.64768393163
1.2897408024395064e-09,-17982.64768393163
1.3075712228590788e-09,-17982.64768393163
1.3254016432786512e-09,-17982.64768393163
1.3432320636982236e-09,-17982.64768393163
1.3610624841177964e-09,-17982.64768393163
1.3788929045373688e-09,-17982.64768393163
1.3967233249569413e-09,-17982.64768393163
1.4145537453765137e-09,-17982.64768393163
1.4323841657960865e-09,-17982.64768393163
1.450214586215659e-09,-17982.64768393163
1.4680450066352313e-09,-17982.64768393163
1.4858754270548037e-09,-17982.64768393163
1.5037058474743766e-09,-17982.64768393163
1.521536267893949e-09,-17982.64768393163
1.5408525566818193e-09,-17982.64768393163
1.5571971087330942e-09,-17982.64768393163
1.5750275291526666e-09,-17982.64768393163
1.592857949572239e-09,-17982.64768393163
1.6106883699918115e-09,-17982.64768393163
1.6285187904113843e-09,-17982.64768393163
1.6463492108309567e-09,-17982.64768393163
1.6641796312505291e-09,-17982.64768393163
1.6820100516701015e-09,-17982.64768393163
1.6998404720896743e-09,-17982.64768393163
1.7176708925092468e-09,-17982.64768393163
1.7355013129288192e-09,-17982.64768393163
1.7533317333483916e-09,-17982.64768393163
1.7711621537679644e-09,-17982.64768393163
1.7889925741875368e-09,-16756.92200192157
1.8068229946071092e-09,-16756.92200192157
1.8246534150266817e-09,-16756.92200192157
1.8424838354462545e-09,-16756.92200192157
1.8603142558658269e-09,-16756.92200192157
1.8781446762853995e-09,-16756.92200192157
1.895975096704972e-09,-16756.92200192157
1.9138055171245443e-09,-16756.92200192157
1.9316359375441168e-09,-16756.92200192157
1.949466357963689e-09,-16756.92200192157
1.9672967783832616e-09,-16756.92200192157
1.985127198802835e-09,-16756.92200192157
2.0029576192224072e-09,-16756.92200192157
2.0207880396419796e-09,-16756.92200192157
2.038618460061552e-09,-16756.92200192157
2.0564488804811245e-09,-16756.92200192157
2.074279300900697e-09,-16756.92200192157
2.0921097213202693e-09,-16756.92200192157
2.1087514470452036e-09,-16511.776865519467
2.127770562159415e-09,-15531.196319911396
2.1456009825789874e-09,-15531.196319911396
2.1634314029985598e-09,-15531.196319911396
2.181261823418132e-09,-15531.196319911396
2.1990922438377046e-09,-15531.196319911396
2.216922664257277e-09,-15531.196319911396
2.2347530846768494e-09,-15531.196319911396
2.2525835050964227e-09,-15531.196319911396
2.270413925515995e-09,-15531.196319911396
2.2882443459355675e-09,-15531.196319911396
2.30607476635514e-09,-15531.196319911396
2.3239051867747123e-09,-15531.196319911396
2.3417356071942847e-09,-15531.196319911396
2.359566027613857e-09,-15531.196319911396
2.3773964480334296e-09,-15531.196319911396
2.395226868453002e-09,-15531.196319911396
2.4130572888725744e-09,-15531.196319911396
2.4308877092921476e-09,-15531.196319911396
2.447529435017081e-09,-15286.051183509408
2.4665485501312925e-09,-14305.470637901337
2.484378970550865e-09,-14305.470637901337
2.5022093909704373e-09,-14305.470637901337
2.5200398113900097e-09,-14305.470637901337
2.537870231809582e-09,-14305.470637901337
2.5557006522291545e-09,-14305.470637901337
2.5735310726487278e-09,-14305.470637901337
2.5913614930683e-09,-14305.470637901337
2.6091919134878726e-09,-14305.470637901337
2.627022333907445e-09,-14305.470637901337
2.6448527543270174e-09,-14305.470637901337
2.66268317474659e-09,-14305.470637901337
2.6805135951661623e-09,-14305.470637901337
2.6983440155857355e-09,-14305.470637901337
2.716174436005308e-09,-14305.470637901337
2.7340048564248803e-09,-14305.470637901337
2.7518352768444527e-09,-14305.470637901337
2.769665697264025e-09,-14305.470637901337
2.7874961176835976e-09,-14305.470637901337
2.80532653810317e-09,-14305.470637901337
2.8231569585227424e-09,-14305.470637901337
2.8409873789423156e-09,-14305.470637901337
2.858817799361888e-09,-14305.470637901337
2.8766482197814605e-09,-14305.470637901337
2.894478640201033e-09,-14305.470637901337
2.9123090606206053e-09,-14305.470637901337
2.9301394810401777e-09,-14305.470637901337
2.94796990145975e-09,-14305.470637901337
2.9658003218793225e-09,-14305.470637901337
2.9836307422988958e-09,-14305.470637901337
3.001461162718468e-09,-14305.470637901337
3.0192915831380406e-09,-14305.470637901337
3.037122003557613e-09,-14305.470637901337
3.0549524239771854e-09,-14305.470637901337
3.072782844396758e-09,-14305.470637901337
3.0906132648163302e-09,-14305.470637901337
3.1096323799305416e-09,-14305.470637901337
3.126274105655476e-09,-13079.744955891278
3.1441045260750483e-09,-13079.744955891278
3.1619349464946207e-09,-13079.744955891278
3.179765366914193e-09,-13079.744955891278
3.1975957873337655e-09,-13079.744955891278
3.215426207753338e-09,-13079.744955891278
3.2332566281729104e-09,-13079.744955891278
3.2510870485924836e-09,-13079.744955891278
3.268917469012056e-09,-13079.744955891278
3.2867478894316284e-09,-13079.744955891278
3.304578309851201e-09,-13079.744955891278
3.3224087302707733e-09,-13079.744955891278
3.3402391506903457e-09,-13079.744955891278
3.358069571109918e-09,-13079.744955891278
3.3758999915294905e-09,-13079.744955891278
3.3937304119490637e-09,-13079.744955891278
3.411560832368636e-09,-13079.744955891278
3.4293912527882086e-09,-13079.744955891278
3.447221673207781e-09,-13079.744955891278
3.4650520936273534e-09,-13079.744955891278
3.482882514046926e-09,-13079.744955891278
3.5007129344664982e-09,-13079.744955891278
3.5185433548860706e-09,-13079.744955891278
3.537859643673941e-09,-13079.744955891278
3.5542041957252163e-09,-11854.019273881218
3.5720346161447887e-09,-11854.019273881218
3.589865036564361e-09,-11854.019273881218
3.6076954569839335e-09,-11854.019273881218
3.625525877403506e-09,-11854.019273881218
3.6433562978230784e-09,-11854.019273881218
3.6611867182426508e-09,-11854.019273881218
3.679017138662224e-09,-11854.019273881218
3.6968475590817964e-09,-11854.019273881218
3.714677979501369e-09,-11854.019273881218
3.732508399920941e-09,-11854.019273881218
3.750338820340514e-09,-11854.019273881218
3.768169240760086e-09,-11854.019273881218
3.7859996611796585e-09,-11854.019273881218
3.803830081599232e-09,-11854.019273881218
3.821660502018804e-09,-11854.019273881218
3.8394909224383766e-09,-11854.019273881218
3.857321342857949e-09,-11854.019273881218
3.875151763277521e-09,-11854.019273881218
3.892982183697094e-09,-11854.019273881218
3.910812604116666e-09,-11854.019273881218
3.928643024536239e-09,-11854.019273881218
3.946473444955812e-09,-11854.019273881218
3.964303865375384e-09,-11854.019273881218
3.982134285794957e-09,-11854.019273881218
3.999964706214529e-09,-11854.019273881218
4.0177951266341015e-09,-11854.019273881218
4.035625547053674e-09,-11854.019273881218
4.053455967473246e-09,-11854.019273881218
4.071286387892819e-09,-11854.019273881218
4.089116808312392e-09,-11854.019273881218
4.1069472287319644e-09,-11854.019273881218
4.124777649151537e-09,-11854.019273881218
4.142608069571109e-09,-11854.019273881218
4.160438489990682e-09,-11854.019273881218
4.178268910410254e-09,-11854.019273881218
4.1960993308298265e-09,-11854.019273881218
4.213929751249399e-09,-11854.019273881218
4.231760171668972e-09,-11854.019273881218
4.2495905920885446e-09,-11854.019273881218
4.267421012508117e-09,-11854.019273881218
4.285251432927689e-09,-11854.019273881218
4.303081853347262e-09,-11854.019273881218
4.320912273766834e-09,-11854.019273881218
4.338742694186407e-09,-11854.019273881218
4.35657311460598e-09,-11854.019273881218
4.374403535025552e-09,-11854.019273881218
4.391045260750486e-09,-11608.874137479113
4.410064375864697e-09,-10628.29359187116
4.4278947962842695e-09,-10628.29359187116
4.445725216703842e-09,-10628.29359187116
4.463555637123414e-09,-10628.29359187116
4.481386057542987e-09,-10628.29359187116
4.49921647796256e-09,-10628.29359187116
4.517046898382132e-09,-10628.29359187116
4.534877318801705e-09,-10628.29359187116
4.552707739221277e-09,-10628.29359187116
4.57053815964085e-09,-10628.29359187116
4.588368580060422e-09,-10628.29359187116
4.6061990004799945e-09,-10628.29359187116
4.624029420899567e-09,-10628.29359187116
4.64185984131914e-09,-10628.29359187116
4.6596902617387125e-09,-10628.29359187116
4.677520682158285e-09,-10628.29359187116
4.695351102577857e-09,-10628.29359187116
4.71318152299743e-09,-10628.29359187116
4.731011943417002e-09,-10628.29359187116
4.748842363836575e-09,-10628.29359187116
4.766672784256147e-09,-10628.29359187116
4.78450320467572e-09,-10628.29359187116
4.802333625095293e-09,-10628.29359187116
4.820164045514865e-09,-10628.29359187116
4.8379944659344375e-09,-10628.29359187116
4.85582488635401e-09,-10628.29359187116
4.873655306773582e-09,-10628.29359187116
4.891485727193155e-09,-10628.29359187116
4.909316147612727e-09,-10628.29359187116
4.9271465680323e-09,-10628.29359187116
4.946462856820171e-09,-10628.29359187116
4.962807408871445e-09,-9402.5679098611
4.980637829291018e-09,-9402.5679098611
4.992524776237399e-09,-9402.5679098611
